Title,Release Date,Budget,Revenue,Genres,Cast,Rating,Vote Count,Runtime,Overview
Emilia Pérez,2024-08-21,26885000,0,"Drama, Thriller","Karla Sofía Gascón, Zoe Saldaña, Selena Gomez, Adriana Paz, Edgar Ramírez",7.786,35,132,"Rita, an underrated lawyer working for a large law firm more interested in getting criminals out of jail than bringing them to justice, is hired by the leader of a criminal organization."
Catwoman,2004-07-22,100000000,82102379,"Action, Fantasy, Crime","Halle Berry, Benjamin Bratt, Sharon Stone, Lambert Wilson, Frances Conroy",4.599,3248,104,"Liquidated after discovering a corporate conspiracy, mild-mannered graphic artist Patience Phillips washes up on an island, where she's resurrected and endowed with the prowess of a cat — and she's eager to use her new skills... as a vigilante. Before you can say ""cat and mouse"", handsome gumshoe Tom Lone is on her tail, fascinated by both of her personas."
Splice,2010-06-03,26000000,0,"Horror, Science Fiction","Adrien Brody, Sarah Polley, Delphine Chanéac, David Hewlett, Abigail Chu",5.882,2196,104,"Elsa and Clive, two young rebellious scientists, defy legal and ethical boundaries and forge ahead with a dangerous experiment: splicing together human and animal DNA to create a new organism. Named ""Dren"", the creature rapidly develops from a deformed female infant into a beautiful but dangerous winged human-chimera, who forges a bond with both of her creators - only to have that bond turn deadly."
The Hot Chick,2002-12-13,0,54639553,"Comedy, Fantasy","Rob Schneider, Anna Faris, Matthew Lawrence, Eric Christian Olsen, Robert Davi",6.349,1960,104,"Not only is Jessica Spencer the most popular girl in school -- she is also the meanest. But things change for the attractive teen when a freak accident involving a cursed pair of earrings and a chance encounter at a gas station causes her to switch bodies with Clive, a sleazy crook. Jessica, in the form of the repulsive Clive, struggles to adjust to this radical alteration and sets out to get her own body back before the upcoming prom."
LEGO Disney Princess: The Castle Quest,2023-08-18,0,0,Animation,"Jodi Benson, Auli'i Cravalho, Mandy Moore, Anika Noni Rose, Katherine Von Till",6.613,40,47,"Tiana, Moana, Snow White, Rapunzel, and Ariel are off on an adventure as they are each unexpectedly transported to a mysterious castle. Shortly after arriving, they soon discover that Gaston has hatched an evil plan to take over all their kingdoms! The Princess characters must work together to solve challenges hidden deep within the castle walls and try to save their kingdoms from Gaston. Will bravery, quick-thinking, and teamwork prevail?"
Melissa P.,2005-11-18,0,7450832,Drama,"María Valverde, Letizia Ciampa, Primo Reggiani, Fabrizia Sacchi, Geraldine Chaplin",4.593,552,100,"An adolescent girl, living with her mother and her grandmother, will have her first sexual experiences in a heavy and excessive way."
Crank,2006-08-31,12000000,42900000,"Action, Thriller, Crime","Jason Statham, Amy Smart, Jose Pablo Cantillo, Efren Ramirez, Dwight Yoakam",6.646,3686,87,"Chev Chelios, a hit man wanting to go straight, lets his latest target slip away. Then he awakes the next morning to a phone call that informs him he has been poisoned and has only an hour to live unless he keeps adrenaline coursing through his body while he searches for an antidote."
Nostalgia of a (Still) Alive Heart,2024-08-24,0,0,"Drama, Fantasy, Adventure","Emiliano Gallardo Valencia, Leslie Racine Vazquez, Daniel Borbón, Napoleon",0.0,0,28,"On the wake of tragedy, two siblings must navigate through a three-day odyssey across the desert towards the nearest city."
Central Intelligence,2016-06-16,50000000,216972543,"Action, Comedy, Crime, Mystery","Dwayne Johnson, Kevin Hart, Amy Ryan, Danielle Nicolet, Jason Bateman",6.416,5804,107,"After he reunites with an old pal through Facebook, a mild-mannered accountant is lured into the world of international espionage."
Sweet Whip,2013-09-21,0,0,"Thriller, Drama, Romance, Mystery, Horror","Mitsu Dan, Yuki Mamiya, Naoto Takenaka, Hiroko Nakajima, Tsuyoshi Nakano",6.1,23,118,"When Naoko was a freshman in high school she was kidnapped and imprisoned by a man who lived next door. For one month, she went through hell. Finally, she killed the man and escaped. Now as an adult, Naoko is a doctor specializing in infertility treatment, but she also has another side. Naoko is a popular master in a S&M club."
The Sound of Music,1965-03-29,8200000,286214286,"Drama, Family, Music, Romance","Julie Andrews, Christopher Plummer, Eleanor Parker, Richard Haydn, Peggy Wood",7.728,3200,174,"In the years before the Second World War, a tomboyish postulant at an Austrian abbey is hired as a governess in the home of a widowed naval captain with seven children, and brings a new love of life and music into the home.  Preserved by the Academy Film Archive in partnership with Twentieth Century Fox Film Corporation in 2003."
Z-O-M-B-I-E-S 2,2020-06-13,0,0,"Fantasy, Romance, TV Movie","Milo Manheim, Meg Donnelly, Chandler Kinney, Trevor Tordjman, Kylee Russell",7.558,438,84,"Zed and Addison are back at Seabrook High, where, after a groundbreaking semester, they continue to steer both their school and community toward unity. But the arrival of a new group of outsiders – mysterious werewolves – threatens to shake up the newfound peace and causes a rift in Zed and Addison’s budding romance."
Gonjiam: Haunted Asylum,2018-03-28,0,21041950,"Horror, Mystery","Wi Ha-jun, Park Ji-hyun, Oh Ah-yeon, Moon Ye-won, Park Sung-hoon",7.346,635,95,"The crew of a horror web series travels to an abandoned asylum for a live broadcast, but they encounter much more than expected as they move deeper inside the nightmarish old building."
Saw 3D,2010-10-22,20000000,136435701,"Horror, Crime","Tobin Bell, Costas Mandylor, Betsy Russell, Cary Elwes, Sean Patrick Flanery",6.001,2942,90,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror."
Be My Master,2018-09-29,0,0,Drama,"Katsuya Maiguma, Aika Yukihira, Yurisa, Akihiko Sai, Yuki Ashida",6.8,12,104,"Meguro, who works for the advertising design company, even with the marriage contract, is still in constant rendezvous with the fascinating wife Miyin. On one day, the client who was the head of an advertising agency came to visit Meguro. The original Shanwei was Mings husband. Shanwei tells Meguro that if she does not want to lose her social status because of her unrequited love, she will continue to communicate with Ming and teach her well..."
Gonjiam: Haunted Asylum,2018-03-28,0,21041950,"Horror, Mystery","Wi Ha-jun, Park Ji-hyun, Oh Ah-yeon, Moon Ye-won, Park Sung-hoon",7.346,635,95,"The crew of a horror web series travels to an abandoned asylum for a live broadcast, but they encounter much more than expected as they move deeper inside the nightmarish old building."
Saw 3D,2010-10-22,20000000,136435701,"Horror, Crime","Tobin Bell, Costas Mandylor, Betsy Russell, Cary Elwes, Sean Patrick Flanery",6.001,2942,90,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror."
Be My Master,2018-09-29,0,0,Drama,"Katsuya Maiguma, Aika Yukihira, Yurisa, Akihiko Sai, Yuki Ashida",6.8,12,104,"Meguro, who works for the advertising design company, even with the marriage contract, is still in constant rendezvous with the fascinating wife Miyin. On one day, the client who was the head of an advertising agency came to visit Meguro. The original Shanwei was Mings husband. Shanwei tells Meguro that if she does not want to lose her social status because of her unrequited love, she will continue to communicate with Ming and teach her well..."
Seven Pounds,2008-12-18,55000000,168167691,Drama,"Will Smith, Rosario Dawson, Woody Harrelson, Michael Ealy, Barry Pepper",7.609,6662,123,An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.
Baby's Day Out,1994-07-01,50000000,16671505,"Comedy, Adventure, Family, Crime, Drama","Joe Mantegna, Lara Flynn Boyle, Joe Pantoliano, Brian Haley, Cynthia Nixon",6.346,1295,99,"Baby Bink couldn't ask for more: he has adoring (if somewhat sickly-sweet) parents, lives in a huge mansion, and he's just about to appear in the social pages of the paper. Unfortunately, not everyone in the world is as nice as Baby Bink's parents—especially the three enterprising kidnappers who pretend to be photographers from the newspaper. Successfully kidnapping Baby Bink, they have a harder time keeping hold of the rascal, who not only keeps one step ahead of them, but seems to be more than a little bit smarter than the three bumbling criminals."
The Gigolo,2015-01-29,0,709136,"Romance, Drama, Comedy","Dominic Ho, Candy Yuen, Jeana Ho Pui-Yu, Hazel Tong, Winnie Leung",4.8,24,97,"Fung looks like a super-heartthrob and was bon with a special endowment, making him the high school idol. He was expelled from school when he was caught fighting on campus. When his mom, the sole provider of his family with her poultry business, had to stop working due to her back problems, Fung decides to support his family financially. And from that moment, his life takes on a tumultuous change…"
Police Academy: Mission to Moscow,1994-06-09,10000000,126247,"Comedy, Crime","George Gaynes, Michael Winslow, David Graf, Leslie Easterbrook, G.W. Bailey",4.6,844,83,"The Russians seek help in dealing with the Mafia from the veterans of the Police Academy. They head off to Moscow, in order to find evidence against Konstantin Konali, who marketed a computer game that everyone in the world is playing."
Emanuelle and the White Slave Trade,1978-04-20,0,0,"Drama, Horror, Thriller","Laura Gemser, Ely Galleani, Gabriele Tinti, Venantino Venantini, Pierre Marfurt",4.866,41,89,"Emanuelle returns to Kenya, trying to get an interview with a foreign gangster who's taken refuge in the African countryside while still operating an international criminal network."
Memories of Murder,2003-05-02,2800000,26000000,"Crime, Drama, Thriller","Song Kang-ho, Kim Sang-kyung, Kim Roi-ha, Song Jae-ho, Byun Hee-bong",8.063,3692,131,"During the late 1980s, two detectives in a South Korean province attempt to solve the nation's first series of rape-and-murder cases."
Orphan: First Kill,2022-07-27,10000000,9572765,"Horror, Thriller","Isabelle Fuhrman, Julia Stiles, Rossif Sutherland, Hiro Kanagawa, Matthew Finlan",6.65,2048,99,"After escaping from an Estonian psychiatric facility, Leena Klammer travels to America by impersonating Esther, the missing daughter of a wealthy family. But when her mask starts to slip, she is put against a mother who will protect her family from the murderous “child” at any cost."
Slow Torture Puke Chamber,2010-07-27,0,0,Horror,"Ameara Lavey, Hope Likens, Hank Skinny, Asjad Nadeem, Shari Caruso",3.2,37,75,"Making good on her pact with Satan, Angela Aberdeen's tortured and vomit-soaked soul descends into Hell. But Satan is not finished with her yet - He has more suffering planned for his ravaged slave. Angela is sent back up to the surface to stalk and destroy yet another victim. Her return initiates the emergence of a new Angela who is steadily and painfully infected with the Devil's Curse. An appalling metamorphosis befalls the chosen young victim as she is racked by bulimia, and subjected to the dark, forbidden secrets of incest of abuse. Slowly, the two Angelas merge into one Perfect Child of Satan and descend to an eternity of suffering in Hell."
The Shoemaker,2012-02-01,0,0,Drama,"Michael Kaves, Ava Lee Scott, Bree Michael Warner, Burt Young, Peter Greene",0.0,0,28,"Before Nike, and Adidas, there was the Hi-Jo! Here is a Brooklyn tale set back in the day about a young Italian-American shoemaker (Frank) on the verge of greatness. News comes from his cousins in Italy that they have obtained the first automated vulcanizing machinery to produce gym shoes called the Hi-Jo."
Diary of a Wimpy Kid,2010-03-19,15000000,76196538,"Comedy, Family","Zachary Gordon, Robert Capron, Steve Zahn, Devon Bostick, Rachael Harris",6.235,1559,92,"Greg Heffley is headed for big things, but first he has to survive the scariest, most humiliating experience of any kid’s life – middle school! That won’t be easy, considering he’s surrounded by hairy-freckled morons, wedgie-loving bullies and a moldy slice of cheese with nuclear cooties!"
The Terminal,2004-06-17,60000000,219417255,"Comedy, Drama","Tom Hanks, Catherine Zeta-Jones, Stanley Tucci, Chi McBride, Diego Luna",7.341,7744,128,"Viktor Navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at Kennedy Airport, where he's holding a passport that nobody recognizes. While quarantined in the transit lounge until authorities can figure out what to do with him, Viktor simply goes on living – and courts romance with a beautiful flight attendant."
Death Wish,2018-03-02,30000000,34017028,"Action, Crime, Thriller","Bruce Willis, Vincent D'Onofrio, Dean Norris, Elisabeth Shue, Camila Morrone",6.169,2518,107,A mild-mannered father is transformed into a killing machine after his family is torn apart by a violent act.
Jeepers Creepers 3,2017-09-26,6200000,4017852,"Horror, Mystery, Thriller","Stan Shaw, Gabrielle Haugh, Jonathan Breck, Brandon Smith, Meg Foster",4.924,870,100,"Taking place on the last day of the Creeper’s twenty-three-day feeding frenzy, as the skeptical Sergeant Tubbs teams up with a task force hellbent on destroying the Creeper for good. The Creeper fights back in gory glory as its enemies grow closer than ever before to learning the secret of its dark origins."
Weird Science,1985-08-01,7500000,38934048,"Comedy, Fantasy, Science Fiction","Anthony Michael Hall, Kelly LeBrock, Ilan Mitchell-Smith, Bill Paxton, Suzanne Snyder",6.519,1351,93,"Two unpopular teenagers, Gary and Wyatt, fail at all attempts to be accepted by their peers. Their desperation to be liked leads them to ""create"" a woman via their computer. Their living and breathing creation is a gorgeous woman, Lisa, whose purpose is to boost their confidence level by putting them into situations which require Gary and Wyatt to act like men."
Windtalkers,2002-06-14,115000000,77600000,"War, Drama, Action, History","Nicolas Cage, Adam Beach, Peter Stormare, Noah Emmerich, Mark Ruffalo",6.3,1238,134,"Joe Enders is a gung-ho Marine assigned to protect a ""windtalker"" - one of several Navajo Indians who were used to relay messages during World War II because their spoken language was indecipherable to Japanese code breakers."
Megan Is Missing,2011-05-01,0,0,"Drama, Horror, Thriller","Amber Perkins, Rachel Quinn, Dean Waite, Jael Elizabeth Steinmeyer, Kara Wang",6.271,653,85,"Fourteen-year–old Megan and her best friend Amy spend a lot of time on the internet, posting videos of themselves and chatting with guys online. One night Megan chats with a guy named Josh who convinces her to meet him for a date. The next day, Megan is missing—forever. Based on actual cases of child abduction."
Movie 43,2013-01-24,6000000,32443111,Comedy,"Emma Stone, Stephen Merchant, Anna Faris, Seann William Scott, Johnny Knoxville",4.594,2264,94,A series of interconnected short films are the backdrop for a maniac screenwriter who pitches insane storylines featuring some of Hollywood's biggest and brightest.
Paprika,2006-10-21,0,946590,"Animation, Science Fiction, Thriller","Megumi Hayashibara, Tohru Emori, Katsunosuke Hori, Toru Furuya, Akio Otsuka",7.807,2357,90,"When a machine that allows therapists to enter their patient's dreams is stolen, all hell breaks loose. Only a young female therapist can stop it and recover it before damage is done: Paprika."
Akira,1988-06-10,5700000,49000000,"Animation, Science Fiction, Action","Mitsuo Iwata, Nozomu Sasaki, Mami Koyama, Tessyo Genda, Koichi Kitamura",7.9,4110,124,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath that only two teenagers and a group of psychics can stop.
The Usual Suspects,1995-07-19,6000000,23300000,"Drama, Crime, Thriller","Kevin Spacey, Gabriel Byrne, Stephen Baldwin, Kevin Pollak, Benicio del Toro",8.184,10201,106,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess."
Training Day,2001-10-05,45000000,104900000,"Action, Crime, Drama","Denzel Washington, Ethan Hawke, Scott Glenn, Tom Berenger, Harris Yulin",7.5,5769,122,"On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears."
Police Academy 5: Assignment Miami Beach,1988-03-17,14000000,19510371,"Comedy, Crime","Bubba Smith, David Graf, Michael Winslow, Leslie Easterbrook, Marion Ramsey",5.2,878,90,The Police Academy misfits travel to Miami Beach for Commandant Lassard to be honored with a prestigious lifetime award pending his retirement. Things take a turn when Lassard unknowingly ends up in possession of stolen diamonds from a jewel heist.
Swingers,2020-08-24,0,0,Documentary,Belinda Stewart-Wilson,4.5,2,47,"Observational documentary unlocking the doors of Britain's hidden swinging scene via access to one of the country's most popular swinging clubs and candid interviews with the club's founder, staff and clientele."
Sweeney Todd: The Demon Barber of Fleet Street,2007-12-20,50000000,152000000,"Drama, Horror","Johnny Depp, Helena Bonham Carter, Alan Rickman, Timothy Spall, Sacha Baron Cohen",7.182,5755,116,"The infamous story of Benjamin Barker, a.k.a Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical."
Jade,2024-02-16,0,0,"Action, Thriller","Shaina West, Mickey Rourke, Katherine McNamara, Mark Dacascos, Marcus Aurelio",5.615,26,88,"Jade presents the story of a woman who comes between a powerful businessman and a gang leader in their search for a hard drive that could damage the operations of Interpol. Despite grieving for the brother she accidentally killed, the woman is required to use her unique set of skills to retrieve the drive and protect her brother's unborn child being carried by another woman."
Frivolous Lola,1998-06-01,2400000,0,"Comedy, Romance","Anna Ammirati, Patrick Mower, Max Parodi, Zuzana Martinková, Antonio Salines",5.044,217,105,"The story takes place in northern Italy in the 1950's. Lola and Masetto are about to get married. Masetto wants to keep Lola as a virgin until they are married. But Lola is impatient to remain in chastity until the wedding night. She wants to be sure that Masetto is a good lover, before she commits herself into marriage. She does everything to trick Masetto into breaking the moral tradition."
Drifter,2023-11-02,0,0,Drama,"Lorenz Hochhuth, Cino Djavid, Gustav Schmidt, Oscar Hoppe, Aviran Edri",5.0,6,79,"Moritz follows a boyfriend to Berlin and is soon abandoned by him. Alone in the big city, he embarks on a journey through a wide range of queer experience. Only through a new circle of queer friends does he develop his own ideas of sexuality and masculinity, leading him to a clearer self-identity."
Conan the Barbarian,2011-08-17,90000000,63523283,"Adventure, Fantasy, Action","Jason Momoa, Stephen Lang, Rachel Nichols, Ron Perlman, Rose McGowan",5.302,1820,113,"A quest that begins as a personal vendetta for the fierce Cimmerian warrior soon turns into an epic battle against hulking rivals, horrific monsters, and impossible odds, as Conan realizes he is the only hope of saving the great nations of Hyboria from an encroaching reign of supernatural evil."
Wonder,2017-11-13,20000000,315025930,"Drama, Family","Jacob Tremblay, Julia Roberts, Owen Wilson, Izabela Vidovic, Noah Jupe",8.134,7763,113,"The story of August Pullman – a boy with facial differences – who enters fifth grade, attending a mainstream elementary school for the first time."
The Karate Kid Part III,1989-06-16,12500000,38956288,"Action, Family, Drama, Adventure","Ralph Macchio, Pat Morita, Robyn Lively, Thomas Ian Griffith, Martin Kove",5.886,1559,112,"Despondent over the closing of his karate school, Cobra Kai teacher John Kreese joins a ruthless businessman and martial artist to get revenge on Daniel and Mr. Miyagi."
Red Dawn,1984-08-10,17000000,38400000,"Action, Thriller, War, Drama, Science Fiction","Patrick Swayze, Charlie Sheen, C. Thomas Howell, Lea Thompson, Darren Dalton",6.285,776,114,"It is the dawn of World War III. In mid-western America, a group of teenagers band together to defend their town—and their country—from invading Soviet forces."
Clash of the Titans,1981-06-12,12000000,41092328,"Adventure, Fantasy","Harry Hamlin, Judi Bowker, Burgess Meredith, Maggie Smith, Ursula Andress",6.877,734,118,"To win the right to marry his love, the beautiful princess Andromeda, and fulfil his destiny, half-God-half-mortal Perseus must complete various tasks including taming Pegasus, capturing Medusa's head and battling the feared Kraken."
Young Mother: The Original,2016-06-23,0,0,"Drama, Romance","Jin Si-ah, Oh Gil-jae, Ahn So-hee, Do Mo-Se",6.0,9,85,"I had a dream...sleeping with you and Hwa-yeong.  Jin-goo and Joo-hee were happy until one day their daughter Hwa-yeong, who had eloped with another man, came home. Hwa-yeong and Jin-goo were a couple at school and she had gotten pregnant. So things took place quickly and they got to live with Hwa-yeong's mother Joo-hee. However, when Hwa-yeong found out she wasn't pregnant, hit it off with another man and left the house. Jin-goo and Joo-hee had fallen in love while she was gone. Hwa-yeong had broken up with her other man and came home. However, she finds it weird that Jin-goo is still at her mother's house. Jin-goo and Joo-hee put out all sorts of lies to hide the truth from Hwa-yeong."
Coma,2020-01-01,2250000,9500000,"Science Fiction, Adventure, Action","Rinal Mukhametov, Anton Pampushnyy, Lyubov Aksyonova, Milos Bikovic, Konstantin Lavronenko",6.417,522,110,"A young and talented architect comes to his senses after a horrific accident only to find himself in the odd dystopian world. A world that is filled with the memories of all current coma patients. Just like a human memory this world is fragmental, chaotic and unstable. This is COMA: icecaps, rivers and cities can all exist in a space of a single room and laws of physics are no longer laws as they can be bent."
The Hyena,1997-09-05,0,0,"Thriller, Romance","Cinzia Roccaforte, David D'Ingeo, Anna Maria Petrova, Jason Saucier, Lisa Comshaw",4.071,14,91,"An ex-model gets caught up in lust, murder and betrayal when a gun-wielding man pays her a visit."
Thunderbolt,1995-09-08,0,0,"Action, Thriller","Jackie Chan, Anita Yuen Wing-Yee, Michael Wong, Shing Fui-On, Dayo Wong",6.4,289,108,"In order to release his kidnapped sister, sports car mechanic Jackie Chan has to beat a super-criminal street racer."
Spartacus,1960-10-13,12000000,60000000,"History, War, Drama, Adventure","Kirk Douglas, Laurence Olivier, Jean Simmons, Charles Laughton, Peter Ustinov",7.55,2095,197,"The rebellious Thracian Spartacus, born and raised a slave, is sold to Gladiator trainer Batiatus. After weeks of being trained to kill for the arena, Spartacus turns on his owners and leads the other slaves in rebellion. As the rebels move from town to town, their numbers swell as escaped slaves join their ranks. Under the leadership of Spartacus, they make their way to southern Italy, where they will cross the sea and return to their homes."
Beethoven,1992-04-03,0,147214049,"Family, Comedy","Charles Grodin, Bonnie Hunt, Dean Jones, Nicholle Tom, Christopher Castile",5.797,2021,87,"The Newton family live in their comfortable home, but there seems to something missing. This ""hole"" is filled by a small puppy, who walks into their home and their lives. Beethoven, as he is named, grows into a giant of a dog... a St Bernard. Doctor Varnick, the local vet has a secret and horrible sideline, which requires lots of dogs for experiments. Beethoven is on the bad doctor's list."
Zorro,1975-03-06,0,0,"Adventure, Action, Comedy, Western","Alain Delon, Ottavia Piccolo, Moustache, Enzo Cerusico, Giampiero Albertini",6.6,143,124,"A newly arrived governor finds his province under the control of the corrupt Colonel Huerta. To avoid assassination by Huerta, he pretends to be weak and indecisive so Huerta will believe he poses no threat. But secretly he masquerades as Zorro, and joins the monk Francisco and the beautiful aristocrat Hortensia in their fight for justice against Huerta and his soldiers."
Cloud Atlas,2012-10-26,102000000,130482868,"Drama, Science Fiction","Tom Hanks, Halle Berry, Jim Broadbent, Hugo Weaving, Jim Sturgess",6.886,6953,172,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis."
Timeline,2003-11-26,80000000,43935763,"Action, Adventure, Science Fiction","Paul Walker, Frances O'Connor, Gerard Butler, Billy Connolly, David Thewlis",5.7,1036,116,A group of archaeological students become trapped in the past when they go there to retrieve their professor. The group must survive in 14th century France long enough to be rescued.
Scooby-Doo! The Mystery Begins,2009-09-13,0,13000000,"Mystery, Comedy, Fantasy","Nick Palatas, Hayley Kiyoko, Frank Welker, Robbie Amell, Kate Melton",6.415,678,82,"Unjustly accused of staging a spooky practical joke complete with ghosts, Daphne, Velma, Fred and Shaggy are suspended from Coolsville High. To clear their names, they team up to solve the supernatural mystery…and head straight into nonstop laughs and adventure."
Cruel Fixation,2019-10-10,0,0,Thriller,"Kristina Klebe, Tanner Buchanan, Sebastian Cabanas, Carson Rowland, Megan Ashley Brown",6.756,41,90,A recent widow is glad when her son finds a new friend. But it soon becomes clear that he's after a different type of companionship. Will their attraction be her undoing? And what secrets is hiding?
Pretty Guardian Sailor Moon Eternal the Movie Part 2,2021-02-11,0,1130225,"Animation, Action, Fantasy","Kotono Mitsuishi, Misato Fukuen, Hisako Kanemoto, Rina Sato, Ami Koshimizu",8.1,151,80,"While under the care of the Outer Sailor Guardians, Hotaru begins to age rapidly. Then, the time comes for all the Sailor Guardians to reunite!"
Emma and Eddie: A Working Couple,2024-04-25,0,0,"Documentary, Drama","Emma Lovett, Eddie Lovett, Mirjana Garibovic, Alexandra Georgia, Lohinai György",5.227,11,93,Emma and Eddie live two lives: one on social media and one in real life. The webcam couple is out to save their marriage by starting their own adult web-studio in Eastern Europe.
The Mill,2023-10-09,0,0,"Science Fiction, Horror","Lil Rel Howery, Pat Healy, Karen Obilom, Patrick Fischler, Getchie Argetsinger",5.903,62,106,"A businessman wakes up beside an ancient grist mill situated in the center of an open-air prison cell with no idea how he got there. Forced to work as a beast of burden to stay alive, he must find a way to escape before the birth of his child."
A Dog's Way Home,2019-01-10,18000000,17643857,"Drama, Adventure, Family","Ashley Judd, Jonah Hauer-King, Edward James Olmos, Alexandra Shipp, Chris Bauer",7.4,1081,96,"The adventure of Bella, a dog who embarks on an epic 400-mile journey home after she is separated from her beloved human."
Robin Hood,2010-05-12,200000000,321669741,"Action, Adventure, History","Russell Crowe, Cate Blanchett, Max von Sydow, William Hurt, Mark Strong",6.389,4515,140,"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey."
Cult of Chucky,2017-10-12,6500000,2200000,"Horror, Thriller","Fiona Dourif, Brad Dourif, Alex Vincent, Jennifer Tilly, Michael Therriault",5.807,1252,91,"Confined to an asylum for the criminally insane for the past four years, Nica is wrongly convinced that she, not Chucky, murdered her entire family... until a string of grisly deaths occur after her psychiatrist introduces a new group therapy tool -- a ""Good Guy"" doll."
K.G.F: Chapter 2,2022-04-14,13000000,90410749,"Action, Adventure, Crime, Thriller","Yash, Sanjay Dutt, Raveena Tandon, Srinidhi Shetty, Archana Jois",7.468,141,168,"The blood-soaked land of Kolar Gold Fields (KGF) has a new overlord now - Rocky, whose name strikes fear in the heart of his foes. His allies look up to Rocky as their Savior, the government sees him as a threat to law and order; enemies are clamoring for revenge and conspiring for his downfall. Bloodier battles and darker days await as Rocky continues on his quest for unchallenged supremacy."
Love Actually,2003-09-07,40000000,249600000,"Comedy, Romance, Drama","Hugh Grant, Alan Rickman, Emma Thompson, Liam Neeson, Martine McCutcheon",7.117,6540,135,Eight London couples try to deal with their relationships in different ways. Their tryst with love makes them discover how complicated relationships can be.
Leave,2022-10-28,1958878,0,"Horror, Thriller","Alicia von Rittberg, Herman Tømmeraas, Ellen Dorrit Petersen, Kalle Hennie, Clarence Smith",5.976,62,106,"A young woman tries to find her origins after having been abandoned as an infant at a cemetery wrapped in a cloth with satanic symbols, but as she gets closer to answers a malevolent spirit is telling her to leave."
House,1985-12-06,3000000,19444631,"Comedy, Horror, Fantasy","William Katt, George Wendt, Richard Moll, Kay Lenz, Mary Stavin",6.1,534,92,"Roger Cobb, a divorced horror novelist coming to terms with the disappearance of his young son, inherits an old mansion home to malevolent supernatural residents."
Fancy Dance,2024-06-21,0,0,Drama,"Lily Gladstone, Isabel Deroy-Olson, Ryan Begay, Shea Whigham, Audrey Wasilewski",6.806,36,91,"Following her sister's disappearance, Jax and her niece Roki must stick together. Desperate to keep what's left of their family intact, Jax and Roki defy the law and hit the road on a journey to the Grand Nation Powwow in Oklahoma City."
Cobweb,2023-07-19,0,5569593,Horror,"Lizzy Caplan, Antony Starr, Cleopatra Coleman, Woody Norman, Luke Busey",6.567,757,88,"Eight year old Peter is plagued by a mysterious, constant tapping from inside his bedroom wall—one that his parents insist is all in his imagination. As Peter's fear intensifies, he believes that his parents could be hiding a terrible, dangerous secret and questions their trustworthiness."
Ordinary Angels,2024-02-22,13000000,20566982,Drama,"Hilary Swank, Alan Ritchson, Emily Mitchell, Skywalker Hughes, Nancy Travis",7.923,155,118,"In Louisville, Kentucky, hairdresser Sharon Stevens rallies the masses to help widowed father Ed Schmitt save his critically ill 5 year old daughter Michelle after their community is hit by a major snowstorm from the 1994 North American cold wave."
The Man in the Iron Mask,1998-03-12,35000000,183000000,"Adventure, Action, Drama","Leonardo DiCaprio, Gabriel Byrne, Jeremy Irons, John Malkovich, Gérard Depardieu",6.64,3738,132,"Years have passed since the Three Musketeers, Aramis, Athos and Porthos, have fought together with their friend, D'Artagnan. But with the tyrannical King Louis using his power to wreak havoc in the kingdom while his twin brother, Philippe, remains imprisoned, the Musketeers reunite to abduct Louis and replace him with Philippe."
The Man in the Iron Mask,1998-03-12,35000000,183000000,"Adventure, Action, Drama","Leonardo DiCaprio, Gabriel Byrne, Jeremy Irons, John Malkovich, Gérard Depardieu",6.64,3738,132,"Years have passed since the Three Musketeers, Aramis, Athos and Porthos, have fought together with their friend, D'Artagnan. But with the tyrannical King Louis using his power to wreak havoc in the kingdom while his twin brother, Philippe, remains imprisoned, the Musketeers reunite to abduct Louis and replace him with Philippe."
